Tempo	DP1	DP2	DP3	DP4	DP5
8,88	3,02747616	8,641041	9,655944	6,6591067	8,870831
8,9	2,98151808	8,880404	10,804892	6,8027253	11,7049
8,92	2,74023912	8,957002	11,072979	6,697405	9,397431
8,94	2,4415128	8,736787	12,288948	6,821874	8,315506
8,96	2,28066024	8,9761505	11,302769	7,511243	8,822957
8,98	2,85513384	9,071896	11,140001	7,808054	10,230418
9	3,0849234	8,880404	10,479357	8,23891	9,722966
9,02	2,95853916	8,889979	9,5889225	9,359133	9,20594
9,04	3,268755	9,100619	9,64637	10,287866	9,330409
9,06	3,1883286	9,225089	8,688913	10,06765	9,29211
9,08	2,55640752	9,407005	7,310177	10,441058	9,138918
9,1	2,4415128	9,550624	7,6835847	10,977234	9,071896
9,12	2,53342872	9,732541	7,4442205	9,608071	9,091045
9,14	2,1427866	9,636795	7,0803876	8,23891	8,995299
9,16	0,476813112	8,842107	7,3771987	7,7314577	9,014449
9,18	-0,442344684	8,506997	9,943181	6,783576	8,880404
9,2	-0,82149732	8,870831	16,856014	6,639958	8,6697645
9,22	-0,178086828	11,915541	13,974071	6,611234	8,995299
9,24	0,75256044	14,893229	5,538883	6,630383	9,435729
9,26	0,25851312	14,021944	8,181462	6,678256	9,272962
9,28	0,649155168	14,002794	10,182545	7,922949	8,937852
9,3	0,68362362	13,897474	9,5889225	12,805975	9,253813
9,32	-1,958955	13,428321	10,048501	11,063405	9,952756
9,34	-2,0508708	12,9591675	10,077225	9,818711	9,98148
9,36	0,68362362	13,02619	9,560199	12,394268	9,234664
9,38	2,82066564	11,379365	9,703817	10,249567	9,483603
9,4	2,07384984	9,41658	9,550624	9,41658	10,019777
9,42	-0,442344684	6,391019	9,435729	9,761265	10,182545
9,44	-0,37340784	2,9537518	9,426155	10,651698	9,98148
9,46	0,35042892	0,6750065	9,378282	8,861256	10,431483
9,48	0,62617632	5,347392	9,368708	9,818711	12,145329
9,5	-0,98234988	6,8793216	9,320834	9,62722	13,543216
9,52	-2,79768648	4,4856815	9,454879	9,225089	13,217681
9,54	-2,56789716	1,862252	9,493176	9,3878565	15,726215
9,56	-0,764049912	3,9207826	9,234664	9,493176	15,075146
9,58	0,741070956	5,6250544	9,091045	9,320834	15,266637
9,6	0,568728876	5,1846247	9,043172	9,20594	13,313426
9,62	-1,93597608	5,5963306	9,253813	9,64637	11,015532
9,64	-2,75172876	6,1229315	9,301685	9,41658	8,248484
9,66	-0,396386796	5,998462	9,158067	9,244238	8,985725
9,68	0,78702888	5,8548436	8,937852	9,426155	8,822957
9,7	-0,832986756	5,912291	9,004874	9,512326	3,5952475
9,72	-1,60278144	6,47719	8,966576	9,31126	3,7675896
9,74	-1,33852356	7,348475	8,698488	9,225089	5,079304
9,76	-1,78661304	9,052747	8,784659	9,177217	5,021857
9,78	-1,21213932	8,794233	8,995299	9,215514	4,849515
9,8	-0,51128154	6,0080366	9,004874	9,071896	4,121848
9,82	-0,832986756	5,481436	9,024023	9,158067	3,5665238
9,84	-0,913413048	5,7016506	9,148493	9,071896	4,0931244
9,86	-0,77553942	7,2910275	9,129343	9,138918	5,079304
9,88	-1,03979724	0,7994758	8,995299	9,129343	5,806971
9,9	-1,36150248	2,666515	8,889979	9,138918	6,256975
9,92	-0,49979208	9,531475	9,024023	9,158067	6,3814445
9,94	0,08617104	17,258144	9,014449	9,20594	6,9942164
9,96	-0,361918404	9,033598	9,158067	9,31126	8,755936
9,98	-0,442344684	2,2643836	9,397431	9,407005	11,1208515
