Tempo	C1	C2	C3	C4	C5
9,02	5,414414	12,2410755	12,145329	8,889979	7,693159
9,04	5,979313	10,689997	14,069817	7,9803963	7,875076
9,06	3,3367343	9,6942425	15,936856	9,378282	9,196365
9,08	0,30159867	8,909128	16,19537	7,1186857	7,042089
9,1	-0,6558574	8,085716	12,442142	4,121848	4,3995104
9,12	-0,11968201	8,411251	4,4186597	6,3527207	4,7537694
9,14	1,1154363	9,655944	3,9495063	8,755936	5,079304
9,16	1,1920328	7,3676243	2,8580062	7,3771987	4,5527034
9,18	-0,14840569	6,410168	2,8963046	5,2133484	5,222923
9,2	-1,4792696	7,7601814	3,1835413	5,6154795	7,5974135
9,22	-1,1345854	8,334655	5,653778	5,912291	8,937852
9,24	-0,2441513	7,6261373	15,247487	5,462287	7,693159
9,26	0,54096264	6,151655	18,397518	5,739949	6,6208086
9,28	1,3260766	5,644203	3,9207826	6,697405	6,783576
9,3	1,8718265	6,47719	13,035764	7,654861	9,158067
9,32	2,1303396	7,664436	14,09854	7,788905	11,867668
9,34	1,9867213	8,133589	7,7984796	8,171887	12,56661
9,36	1,4601204	8,286782	11,666602	9,952756	12,174053
9,38	0,7324539	8,851681	11,513409	10,958084	11,7336235
9,4	0,09095833	9,904882	10,182545	11,666602	12,46129
9,42	0,25372586	10,479357	7,35805	12,729378	12,260224
9,44	0,77075213	9,799562	11,7336235	12,202777	9,75169
9,46	0,91437054	9,770839	8,899554	10,891063	8,439975
9,48	0,8186249	11,321918	10,833615	12,001712	7,6261373
9,5	1,3165021	11,9346895	10,19212	9,378282	5,586756
9,52	2,2643836	12,2410755	9,770839	4,284616	3,1452432
9,54	2,4654493	11,915541	9,397431	2,2165108	3,997379
9,56	1,7473572	10,737869	10,000628	2,666515	5,6154795
9,58	0,90479594	8,535721	9,62722	6,256975	7,635712
9,6	0,47394073	4,2080193	9,799562	6,170804	11,245321
9,62	0,33032233	0,751603	9,407005	15,103869	13,782579
9,64	0,19627848	2,4463003	9,64637	15,343233	17,009207
9,66	0,05266008	5,653778	10,000628	11,05383	19,603912
9,68	0,2154276	8,248484	9,569773	13,524067	18,273048
9,7	0,6271337	17,449636	9,378282	12,6527815	9,924032
9,72	0,7420284	17,574106	9,684668	8,1623125	-1,9388485
9,74	0,4356425	13,294277	9,464453	8,497422	2,9920502
9,76	0,6271337	7,3006024	9,18679	9,502751	7,56869
9,78	1,3260766	10,804892	9,454879	10,354887	13,543216
9,8	1,4601204	9,876159	9,5889225	9,550624	17,823044
9,82	0,9622433	9,98148	9,502751	9,7899885	10,326163
9,84	0,512239	12,834699	9,359133	10,2016945	7,693159
9,86	0,14840569	12,738953	9,0814705	9,244238	8,784659
9,88	-0,09095833	8,727212	9,29211	8,803808	8,813383
9,9	0,11968201	9,397431	9,713391	10,06765	10,82404
9,92	0,110107444	11,618729	10,441058	10,2016945	10,670848
9,94	-0,014361841	8,526146	12,087883	9,378282	9,129343
9,96	0,00478728	6,0367603	15,563448	9,62722	8,564445
9,98	0,32074776	7,8272033	18,809223	9,62722	9,158067
